barcode,medicine_id
8699569010012,MED752
8699569010500,MED1101
8699569010517,MED1101
8699569010524,MED1101
8699569010562,MED1101
8699569010579,MED1101
8699569010586,MED1101
8699569010593,MED976
8699569010609,MED976
8699569010616,MED976
8699569011026,MED608
8699569030225,MED175
8699569040071,MED818
8699569090021,MED393
8699569090045,MED393
8699569090052,MED393
8699569090076,MED716
8699569090113,MED716
8699569090311,MED694
8699569090328,MED029
8699569090342,MED857
8699569090366,MED1104
8699569090458,MED029
8699569090489,MED716
8699569090496,MED716
8699569090571,MED685
8699569090601,MED1037
8699569090618,MED1037
8699569090625,MED1037
8699569090649,MED445
8699569090670,MED1116
8699569090687,MED1116
8699569090694,MED029
8699569090717,MED1104
8699569091417,MED1061
8699569091448,MED1061
8699569091608,MED1102
8699569091622,MED1102
8699569091790,MED1016
8699569091806,MED1016
8699569091868,MED391
8699569091950,MED1102
8699569091998,MED685
8699569092001,MED685
8699569092087,MED473
8699569092094,MED1102
8699569092476,MED473
8699569092827,MED723
8699569093060,MED459
8699569093091,MED685
8699569093107,MED831
8699569093114,MED831
8699569150183,MED021
8699569150237,MED021
8699569150602,MED515
8699569270041,MED728
8699569270058,MED729
8699569270065,MED728
8699569270072,MED729
8699569280057,MED029
8699569280064,MED029
8699569280224,MED029
8699569280231,MED029
8699569280385,MED029
8699569280392,MED029
8699569280408,MED685
8699569280422,MED029
8699569280439,MED685
8699569280446,MED110
8699569280453,MED110
8699569280538,MED515
8699569280569,MED515
8699569350019,MED1142
8699569350095,MED568
8699569380016,MED1142
8699569380030,MED568
8699569480013,MED1142
8699569480037,MED568
8699569540069,MED568
8699569540083,MED546
8699569570226,MED958
8699569570233,MED528
8699569570295,MED624
8699569570318,MED723
8699569590118,MED902
8699569610151,MED074
8699569620013,MED074
8699569620020,MED076
8699569700081,MED752
8699569700173,MED390
8699569750147,MED856
8699569750154,MED021
8699569750215,MED958
8699570080028,MED840
8699570090058,MED015
8699570090119,MED058
8699570090355,MED750
8699570090362,MED750
8699570150011,MED014
8699570240064,MED496
8699570240101,MED493
8699570240125,MED493
8699570240187,MED493
8699570240255,MED493
8699570570024,MED493
8699570570062,MED014
8699570570079,MED493
8699570570086,MED556
8699570570147,MED060
8699570570246,MED059
8699570590039,MED840
8699570700056,MED840
8699570700094,MED059
8699570750020,MED493
8699578011246,MED330
8699578011253,MED157
8699578011260,MED156
8699578011277,MED159
8699578040079,MED755
8699578043414,MED796
8699578043421,MED796
8699578090050,MED668
8699578090074,MED1121
8699578090142,MED1121
8699578090166,MED668
8699578090418,MED196
8699578090425,MED196
8699578090432,MED196
8699578090449,MED1039
8699578090456,MED1039
8699578090463,MED1039
8699578090883,MED438
8699578091026,MED765
8699578091231,MED328
8699578091248,MED328
8699578091699,MED1066
8699578091965,MED1065
8699578092122,MED1066
8699578092214,MED338
8699578092511,MED601
8699578092580,MED1087
8699578092597,MED1069
8699578092603,MED1069
8699578093013,MED1111
8699578093020,MED1111
8699578094218,MED1109
8699578094225,MED1109
8699578151218,MED328
8699578151225,MED328
8699578151232,MED328
8699578152215,MED337
8699578162412,MED779
8699578162429,MED779
8699578190019,MED755
8699578280017,MED668
8699578280024,MED668
8699578572211,MED337
8699580010329,MED430
8699580010374,MED461
8699580040012,MED810
8699580040029,MED810
8699580040050,MED787
8699580090024,MED075
8699580090093,MED150
8699580090130,MED150
8699580090147,MED593
8699580090154,MED593
8699580090321,MED424
8699580090635,MED424
8699580090680,MED850
8699580090697,MED850
8699580090703,MED850
8699580090710,MED850
8699580210019,MED358
8699580210132,MED967
8699580210149,MED967
8699580540017,MED552
8699580540024,MED570
8699580570014,MED342
8699580570083,MED507
8699580570106,MED431
8699580570120,MED507
8699580570144,MED621
8699580950014,MED945
8699580950021,MED945
8699580950038,MED945
8699584090730,MED471
8699584090785,MED472
8699586070037,MED209
8699586070044,MED209
8699586090110,MED209
8699586092107,MED209
8699586092237,MED238
8699586092398,MED403
8699586095436,MED205
8699586096563,MED1070
8699586280108,MED209
8699586280115,MED209
8699586285486,MED205
8699586342608,MED131
8699586690051,MED203
8699586690068,MED203
8699587011237,MED578
8699587011398,MED521
8699587012869,MED1024
8699587031341,MED630
8699587033802,MED630
8699587161086,MED137
8699587161116,MED136
8699587351661,MED129
8699587571120,MED135
8699587751362,MED842
8699587753472,MED439
8699591010028,MED927
8699591010363,MED923
8699591010387,MED969
8699591040018,MED817
8699591090044,MED877
8699591090051,MED877
8699591090099,MED018
8699591090112,MED311
8699591090129,MED092
8699591090167,MED898
8699591090174,MED311
8699591090181,MED311
8699591090341,MED425
8699591090440,MED748
8699591090501,MED655
8699591090518,MED655
8699591150298,MED966
8699591150397,MED655
8699591150403,MED655
8699591150427,MED498
8699591190034,MED898
8699591240043,MED931
8699591240074,MED921
8699591280018,MED655
8699591280025,MED655
8699591280032,MED658
8699591280049,MED658
8699591280063,MED658
8699591280070,MED658
8699591570324,MED966
8699591570331,MED018
8699591570355,MED965
8699591570379,MED575
8699591570423,MED514
8699591590049,MED956
8699591590063,MED900
8699591590087,MED861
8699591650279,MED956
8699591650286,MED573
8699591650293,MED956
8699591700240,MED092
8699591890088,MED449
8699593035517,MED1130
8699593035524,MED1130
8699593035531,MED1130
8699593035753,MED1130
8699593083013,MED776
8699593815010,MED325
8699593815027,MED325
8699593815034,MED325
8699593815041,MED325
8699593815102,MED325
8699606524861,MED979
8699606527114,MED626
8699606657569,MED657
8699606694540,MED198
8699606694564,MED198
8699606694649,MED362
8699606750130,MED355
8699606756828,MED594
8699606756927,MED865
8699606775362,MED476
8699606795414,MED788
8699606795476,MED764
8699606796176,MED705
8699606796183,MED705
8699607750016,MED825
8699607750023,MED825
8699607750030,MED825
8699607750061,MED350
8699607750337,MED846
8699607750344,MED846
8699607750535,MED924
8699612000090,MED017
8699612010112,MED331
8699612090046,MED363
8699612570036,MED061
8699612570050,MED061
8699612870013,MED017
8699622270049,MED688
8699624090041,MED144
8699624090065,MED281
8699624090072,MED281
8699624090089,MED281
8699624570048,MED144
8699624590015,MED144
8699624650023,MED281
8699624650061,MED281
8699624650078,MED281
8699636090916,MED264
8699638014224,MED261
8699638054213,MED261
8699638125494,MED859
8699638154913,MED360
8699638154920,MED360
8699638154937,MED360
8699638284375,MED676
8699638284382,MED677
8699638955701,MED303
8699651521303,MED619
8699651570097,MED308
8699671020015,MED302
8699671110006,MED1046
8699671120005,MED1046
8699673098715,MED314
8699673150116,MED276
8699673170206,MED1132
8699673170213,MED1132
8699673954424,MED1075
8699673954714,MED326
8699676770656,MED271
8699676950348,MED1071
8699676950676,MED270
8699676951024,MED1067
8699680010021,MED347
8699680010038,MED347
8699680030050,MED972
8699680030067,MED972
8699680030074,MED972
8699680030081,MED347
8699680030098,MED347
8699680030203,MED972
8699680040011,MED816
8699680040028,MED795
8699680040035,MED795
8699680040042,MED816
8699680080017,MED617
8699680080024,MED617
8699680080093,MED751
8699680080109,MED751
8699680090054,MED574
8699680090252,MED617
8699680090313,MED415
8699680090320,MED1051
8699680090337,MED1051
8699680090344,MED1051
8699680090467,MED388
8699680090474,MED333
8699680090771,MED907
8699680090788,MED605
8699680091105,MED489
8699680091112,MED489
8699680091914,MED334
8699680091921,MED442
8699680092157,MED1082
8699680092218,MED442
8699680150017,MED377
8699680150024,MED377
8699680150031,MED377
8699680150048,MED377
8699680150086,MED377
8699680150307,MED377
8699680160030,MED802
8699680170053,MED389
8699680170121,MED1049
8699680190044,MED901
8699680750019,MED415
8699690570164,MED530
8699690570942,MED402
8699693550019,MED235
8699702755039,MED947
8699705570059,MED933
8699708011481,MED315
8699708090097,MED913
8699708190247,MED753
8699717010024,MED666
8699717010031,MED666
8699717010093,MED001
8699717010109,MED001
8699717010116,MED002
8699717010192,MED001
8699717090026,MED317
8699717090040,MED197
8699717090064,MED077
8699717090071,MED197
8699717090125,MED746
8699717090132,MED077
8699717090149,MED077
8699717090187,MED665
8699717090293,MED416
8699717090590,MED416
8699717280069,MED666
8699717280076,MED077
8699717280090,MED077
8699717280120,MED077
8699717280137,MED077
8699717280144,MED746
8699717280151,MED746
8699717280168,MED746
8699717280199,MED079
8699717570092,MED491
8699717690011,MED001
8699717700062,MED001
8699717700079,MED001
8699738020019,MED920
8699738340599,MED907
8699738350581,MED1143
8699738350659,MED1152
8699738380618,MED1143
8699738380700,MED1145
8699738380731,MED1153
8699738480011,MED1144
8699738480028,MED1141
8699756154390,MED282
8699756154406,MED282
8699756154413,MED282
8699759610015,MED296
8699760610233,MED295
8699769950163,MED949
8699769950187,MED949
8699771030020,MED937
8699772020013,MED534
8699772020020,MED534
8699772020044,MED534
8699772090467,MED583
8699772091464,MED832
8699772120102,MED418
8699772157054,MED952
8699772350066,MED1156
8699772380018,MED1157
8699772480015,MED1158
8699772570426,MED583
8699772570525,MED628
8699772573731,MED534
8699772573748,MED534
8699772650036,MED1159
8699772750033,MED968
8699772750439,MED426
8699774010050,MED868
8699774590408,MED891
8699774750178,MED906
8699783520014,MED743
8699783750107,MED959
8699783750138,MED880
8699783750145,MED880
8699783790110,MED464
8699783790134,MED774
8699786010024,MED996
8699786010031,MED996
8699786010055,MED997
8699786010086,MED991
8699786010109,MED991
8699786030114,MED148
8699786030367,MED148
8699786030374,MED148
8699786040038,MED088
8699786040045,MED088
8699786090163,MED152
8699786090217,MED990
8699786090224,MED990
8699786092730,MED1097
8699786092761,MED152
8699786550087,MED230
8699786550094,MED230
8699786550117,MED231
8699786550124,MED232
8699786570214,MED627
8699786950047,MED644
8699786950054,MED644
8699786951006,MED1078
8699786952003,MED1078
8699788693041,MED622
8699788693058,MED675
8699788693072,MED622
8699788694239,MED622
8699788698268,MED622
8699788699043,MED622
8699788699050,MED675
8699788699074,MED622
8699788750089,MED662
8699788750140,MED662
8699788750232,MED824
8699788750270,MED870
8699788750461,MED732
8699788750652,MED924
8699788750690,MED349
8699788750720,MED356
8699788751390,MED732
8699788751468,MED646
8699788751512,MED421
8699788751536,MED421
8699792011220,MED419
8699792011305,MED769
8699792011480,MED987
8699792012234,MED600
8699792022424,MED518
8699792022431,MED518
8699792022448,MED518
8699792022455,MED518
8699792043924,MED754
8699792091499,MED987
8699792152114,MED035
8699792152121,MED035
8699792152725,MED778
8699792171610,MED762
8699792341235,MED419
8699792573018,MED587
8699793000636,MED907
8699795091083,MED273
8699795091090,MED273
8699795091106,MED273
8699795091113,MED273
8699795091120,MED273
8699795091137,MED273
8699795091182,MED1126
8699808010032,MED146
8699808010049,MED146
8699808010056,MED146
8699808010070,MED146
8699808010087,MED146
8699808010094,MED146
8699809010208,MED263
8699809010215,MED263
8699809010222,MED263
8699809010239,MED263
8699809010505,MED252
8699809011625,MED252
8699809011632,MED254
8699809011649,MED252
8699809011656,MED254
8699809014008,MED259
8699809018020,MED248
8699809018037,MED176
8699809018297,MED254
8699809018303,MED254
8699809018341,MED404
8699809018631,MED404
8699809037786,MED279
8699809097667,MED214
8699809097698,MED246
8699809098190,MED246
8699809098572,MED203
8699809156708,MED477
8699809156722,MED477
8699809156814,MED1019
8699809156821,MED1019
8699809575189,MED279
8699809595026,MED279
8699809706644,MED203
8699809754003,MED259
8699809759121,MED477
8699809950634,MED269
8699809950665,MED1072
8699814260018,MED692
8699814270161,MED717
8699814270178,MED718
8699814270185,MED717
8699814270192,MED718
8699814270222,MED720
8699814270246,MED720
8699814270253,MED720
8699814270260,MED719
8699814270277,MED719
8699814270406,MED714
8699814270413,MED714
8699814750144,MED661
8699814750151,MED661
8699814750205,MED836
8699814750212,MED579
8699814750274,MED420
8699814790102,MED713
8699817030038,MED1048
8699819010076,MED447
8699820030360,MED835
8699820090395,MED830
8699820120030,MED834
8699820150266,MED1048
8699820150358,MED1048
8699822010100,MED411
8699822520241,MED543
8699822540096,MED543
8699826870014,MED320
8699828010050,MED366
8699828010418,MED332
8699828011071,MED908
8699828090052,MED876
8699828090625,MED669
8699828090670,MED897
8699828190011,MED867
8699828190042,MED864
8699828190080,MED904
8699828190097,MED904
8699828190127,MED904
8699828270263,MED672
8699828280064,MED669
8699828280071,MED669
8699828570103,MED540
8699828570110,MED540
8699828570219,MED241
8699828570226,MED504
8699828570295,MED504
8699828570332,MED506
8699828570356,MED531
8699828770473,MED478
8699828790440,MED700
8699828790457,MED730
8699828790464,MED730
8699828950158,MED1098
8699832010046,MED581
8699832010206,MED992
8699832010220,MED992
8699832080018,MED581
8699832090055,MED008
8699832090062,MED855
8699832090079,MED1030
8699832090093,MED1030
8699832090116,MED1030
8699832090178,MED1031
8699832090185,MED1031
8699832090611,MED1031
8699832090628,MED1031
8699832090635,MED1025
8699832090642,MED1025
8699832090659,MED1025
8699832090673,MED1026
8699832090697,MED1026
8699832090710,MED1026
8699832090734,MED1026
8699832090758,MED1026
8699832090772,MED467
8699832090789,MED467
8699832090802,MED341
8699832090819,MED341
8699832090833,MED993
8699832090840,MED993
8699832750010,MED008
8699844090548,MED586
8699844192785,MED775
8699844242145,MED932
8699844521158,MED637
8699844521165,MED637
8699844570309,MED513
8699844570521,MED586
8699844570750,MED497
8699844571061,MED930
8699844690441,MED725
8699844690458,MED725
8699844700874,MED808
8699844704971,MED807
8699844750664,MED955
8699844750701,MED532
8699844750855,MED460
8699844770716,MED368
8699844770785,MED480
8699844771515,MED455
8699844771843,MED429
8699844791032,MED820
8699844791582,MED395
8699862950015,MED941
8699862950022,MED941
8699862950039,MED941
8699862950046,MED941
8699862950053,MED941
8699862950060,MED941
8699862950077,MED941
8699862950084,MED941
8699862950091,MED941
8699862950176,MED1056
8699976020864,MED413
8699976021373,MED224
8699976090638,MED1042
8699976090652,MED1042
8699976090676,MED1042
8699976090690,MED1042
