barcode,medicine_id
8681428010592,MED098
8681428011384,MED1000
8681428031375,MED989
8681428031528,MED989
8681428031948,MED989
8681428031955,MED989
8681428031962,MED989
8681428081998,MED220
8681428091713,MED1083
8681428550609,MED236
8681428752058,MED953
8681612438003,MED783
8681639790016,MED809
8681697750076,MED882
8681697750083,MED882
8681697750137,MED943
8681728350053,MED1139
8681735790118,MED759
8681735790163,MED791
8681735790255,MED701
8681801090289,MED749
8681801091330,MED871
8681801091378,MED592
8681801540029,MED185
8681801540036,MED186
8681801540180,MED187
8681801571429,MED339
8681801771003,MED663
8681801771010,MED663
8681801891459,MED365
8681812046336,MED934
8681880030053,MED604
8681880090101,MED318
8681911010054,MED785
8681911010061,MED785
8681911040013,MED803
8681911090049,MED396
8681911090094,MED432
8681911090117,MED432
8681911090131,MED432
8681911090186,MED396
8681911090193,MED432
8681911160018,MED793
8681911570015,MED309
8681911570046,MED310
8681911570053,MED512
8681911590020,MED863
8681986160401,MED502
8681986160456,MED502
8681986160555,MED542
8681986160708,MED542
8681990009093,MED821
8681990009369,MED316
8682340179008,MED978
8682340179121,MED996
8682340179138,MED996
8682340179152,MED997
8682704982138,MED903
8682750299600,MED907
8682758010016,MED267
8682758010023,MED267
8682758020022,MED463
8682758020039,MED463
8682758020046,MED538
8682758040020,MED087
8682758040037,MED087
8682758090018,MED640
8682758550017,MED614
8682758550024,MED614
8682764002081,MED909
8683052347396,MED910
8683060010107,MED301
8683060090017,MED871
8683060090024,MED871
8683060090048,MED139
8683060090123,MED592
8683060120011,MED138
8683060570021,MED428
8683060570052,MED301
8683060590012,MED301
8683060750034,MED871
8683060750065,MED138
8683060750072,MED592
8683060750102,MED354
8683060890044,MED592
8683060890051,MED365
8683190185157,MED222
8683190185164,MED222
8683190185171,MED222
8683190185188,MED222
8683190185195,MED222
8683190185201,MED222
8683190185225,MED222
8683190185232,MED222
8683190185249,MED222
8683190185263,MED221
8683190185270,MED221
8683190185287,MED221
8683190185294,MED221
8683190185300,MED221
8683190185317,MED221
8683190185324,MED221
8683190185331,MED221
8683190185454,MED222
8683190185461,MED222
8683190185522,MED222
8683190185539,MED222
8683256340018,MED907
8683262443048,MED886
8683280337022,MED237
8683280337053,MED1018
8683280337060,MED1018
8683280337084,MED193
8683280337107,MED1160
8683280337114,MED1160
8683280337138,MED1160
8683280337169,MED1045
8683280337213,MED1032
8683280337237,MED1032
8683280337251,MED1032
8683280337428,MED145
8683280337435,MED145
8683280337442,MED145
8683295540080,MED427
8683434443005,MED371
8683586280015,MED726
8683801681009,MED940
8683873408054,MED776
8683962383149,MED369
8683962383286,MED747
8684090750018,MED906
8684172950008,MED456
8684214030019,MED448
8684263040021,MED798
8684263090064,MED744
8684263090071,MED412
8684263090088,MED488
8684263090095,MED488
8684278010019,MED887
8684278010026,MED839
8684396040554,MED934
8684521770028,MED408
8685030964625,MED963
8690509540019,MED190
8690509574274,MED191
8690509724358,MED192
8690570010008,MED012
8690570081077,MED024
8690570250022,MED024
8690570700039,MED024
8690570701067,MED024
8697432094978,MED907
8697637691811,MED936
8697637691835,MED936
8697637750198,MED936
8697637750204,MED936
8697637750242,MED936
8697637750266,MED936
8697637750327,MED936
8697772010041,MED364
8697772010058,MED111
8697772010065,MED111
8697772010072,MED597
8697772090067,MED907
8697772570026,MED597
8697772570033,MED111
